station,date,AWND,PRCP,SNOW,TAVG,TMAX,TMIN,TSUN
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/29/2000,7.16,0,0,86,101,71,613
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/30/2000,6.49,0,0,86,104,68,763
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/31/2000,6.04,0,0,87,106,68,741
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/1/2000,5.82,0,0,89,106,71,663
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/2/2000,6.26,0,0,90,106,73,567
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/3/2000,5.14,0,0,89,107,71,689
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/4/2000,4.92,0,0,91,110,71,734
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/5/2000,4.7,0,0,93,112,74,678
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/6/2000,9.84,0,0,85,100,69,752
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/7/2000,6.04,0,0,83,98,67,547
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/8/2000,6.71,0,0,79,91,67,556
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/9/2000,5.82,0,0,86,97,74,401
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/10/2000,6.04,0,0,86,100,71,580
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/11/2000,8.28,0,0,89,102,75,575
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/12/2000,7.61,0,0,88,100,76,470
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/13/2000,9.17,0,0,82,92,71,357
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/14/2000,4.92,0,0,82,94,70,391
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/15/2000,6.93,0,0,86,98,73,412
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/16/2000,7.38,0,0,75,92,57,739
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/17/2000,4.92,0,0,70,90,50,738
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/18/2000,3.8,0,0,71,93,48,736
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/19/2000,7.83,0,0,77,96,57,620
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/20/2000,7.38,0,0,83,99,67,438
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/21/2000,6.71,0.33,0,79,87,71,212
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/22/2000,10.51,0,0,88,99,76,444
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/23/2000,14.09,0,0,90,101,79,380
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/24/2000,12.3,0.42,0,78,95,60,236
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/25/2000,16.11,0.02,0,62,73,50,644
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/26/2000,8.5,0,0,62,76,47,722
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/27/2000,3.8,0,0,64,82,45,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/28/2000,4.7,0,0,66,86,46,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/29/2000,4.25,0,0,67,87,47,692
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/30/2000,3.8,0,0,68,88,47,664
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/1/2000,5.14,0,0,69,90,48,713
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/2/2000,9.17,0,0,79,94,64,608
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/3/2000,10.96,0,0,83,94,72,567
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/4/2000,9.4,0,0,82,93,70,535
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/5/2000,8.5,0,0,85,96,73,272
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/6/2000,12.75,0.2,0,70,79,60,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/7/2000,17.9,0.49,0,55,61,48,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/8/2000,10.96,0.24,0,47,50,44,700
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/9/2000,5.59,0.05,0,48,51,44,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/10/2000,1.57,0,0,53,58,47,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/11/2000,3.58,0,0,60,66,54,18
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/12/2000,6.26,0,0,,82,61,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/13/2000,9.4,0,0,72,85,59,123
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/14/2000,5.59,0,0,70,83,56,44
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/15/2000,6.49,0.15,0,75,83,66,62
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/16/2000,5.37,0,0,77,87,66,210
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/17/2000,3.36,0.47,0,70,78,62,6610
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/18/2000,5.14,0,0,70,79,61,377
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/19/2000,3.8,0,0,70,81,59,230
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/20/2000,5.82,0,0,69,80,58,4607
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/21/2000,6.04,0.93,0,72,78,65,5
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/22/2000,8.05,0.68,0,75,81,68,9214
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/23/2000,5.59,0.14,0,74,77,70,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/24/2000,7.38,0.03,0,75,81,69,2704
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/25/2000,6.04,0,0,76,82,69,196
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/26/2000,6.04,0.04,0,75,83,66,188
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/27/2000,6.71,0.02,0,,84,63,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/28/2000,10.96,0.02,0,75,80,69,153
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/29/2000,9.84,0,0,76,83,69,198
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/30/2000,8.95,0,0,76,83,69,412
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/31/2000,12.75,0,0,77,83,70,272
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/1/2000,8.72,0,0,75,81,69,149
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/2/2000,6.26,2.3,0,75,83,66,71
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/3/2000,9.17,1.09,0,70,74,65,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/4/2000,7.16,0.04,0,68,71,65,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/5/2000,8.05,0.93,0,70,79,60,5809
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/6/2000,7.61,0,0,66,75,56,541
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/7/2000,13.2,0.27,0,52,56,47,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/8/2000,14.32,0.06,0,44,49,38,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/9/2000,4.7,0,0,48,63,32,647
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/10/2000,3.13,0,0,50,66,33,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/11/2000,4.7,0,0,59,65,52,100
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/12/2000,7.61,0.31,0,59,73,45,1703
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/13/2000,13.2,0,0,45,55,35,277
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/14/2000,4.25,0,0,43,57,28,474
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/15/2000,2.24,0.04,0,45,55,34,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/16/2000,10.07,0.02,0,60,68,51,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/17/2000,13.42,0.13,0,46,51,41,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/18/2000,14.09,0.97,0,43,46,40,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/19/2000,4.7,0,0,47,59,34,466
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/20/2000,3.8,0,0,46,62,30,632
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/21/2000,3.13,0,0,46,61,30,623
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/22/2000,6.26,0.04,0,50,63,37,2
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/23/2000,6.71,0.74,0,65,73,57,7
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/24/2000,11.63,0.07,0,53,59,47,302
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/25/2000,3.8,0,0,50,62,38,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/26/2000,3.36,0,0,53,66,40,626
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/27/2000,4.25,0,0,54,72,36,454
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/28/2000,5.37,0,0,64,77,51,182
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/29/2000,10.51,0,0,57,67,47,397
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/30/2000,6.04,0,0,55,67,43,469
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/1/2000,9.62,0.02,0,58,67,48,15
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/2/2000,16.33,0,0,44,49,39,288
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/3/2000,7.83,0.07,0,40,41,38,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/4/2000,1.12,0.01,0,45,50,39,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/5/2000,2.91,0,0,51,54,47,78
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/6/2000,8.72,0.04,0,46,59,33,135
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/7/2000,6.04,0,0,43,60,26,528
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/8/2000,3.8,0,0,50,67,32,505
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/9/2000,2.01,0,0,50,65,35,137
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/10/2000,5.82,0,0,57,71,42,55
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/11/2000,16.78,0,0,52,73,31,89
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/12/2000,17,0.05,0,30,32,27,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/13/2000,5.37,0.85,0,40,51,28,181
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/14/2000,6.49,0,0,43,53,32,405
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/15/2000,5.14,0.02,0,50,54,45,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/16/2000,13.87,0,0,47,64,29,612
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/17/2000,6.93,0,0,37,52,22,609
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/18/2000,12.08,0,0,47,60,33,475
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/19/2000,5.59,0,0,43,56,29,612
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/20/2000,10.29,0,0,46,67,24,520
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/21/2000,16.33,0,0,42,52,31,559
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/22/2000,6.26,0,0,37,51,23,444
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/23/2000,3.8,0.01,0,50,55,45,366
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/24/2000,13.2,0.22,0,46,51,40,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/25/2000,10.74,1.1,0,44,46,41,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/26/2000,13.65,0.51,0,38,42,34,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/27/2000,11.41,0,0,39,43,34,19
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/28/2000,5.59,0,0,40,53,26,612
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/29/2000,9.17,0,0,41,53,28,612
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/30/2000,3.8,0,0,37,51,22,612
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/31/2000,6.71,0.06,0,36,44,28,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/1/2001,13.2,0,0,34,36,32,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/2/2001,15.43,0,0,34,38,30,168
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/3/2001,5.82,0,0,41,51,31,368
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/4/2001,3.36,0,0,46,67,25,570
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/5/2001,3.36,0,0,48,69,27,582
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/6/2001,5.59,0,0,51,72,30,529
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/7/2001,10.07,0.03,0,55,62,47,122
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/8/2001,5.59,0,0,47,60,33,407
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/9/2001,5.14,0,0,43,61,24,461
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/10/2001,8.5,1.02,0,45,51,39,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/11/2001,5.59,0,0,51,64,37,427
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/12/2001,4.25,0,0,46,48,44,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/13/2001,4.25,0.16,0,47,53,41,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/14/2001,3.36,0,0,46,60,32,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/15/2001,5.59,0,0,45,56,34,172
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/16/2001,10.29,0.05,0,49,52,46,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/17/2001,15.88,0.15,0,43,46,39,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/18/2001,14.32,0.42,0,39,40,38,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/19/2001,12.3,0,0,41,51,30,455
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/20/2001,5.59,0,0,37,51,22,550
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/21/2001,5.59,0,0,39,53,24,522
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/22/2001,2.91,0,0,40,55,25,632
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/23/2001,3.13,0,0,44,58,29,223
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/24/2001,1.12,0,0,53,63,43,214
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/25/2001,7.16,0,0,50,62,37,260
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/26/2001,3.36,0.01,0,63,75,50,91
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/27/2001,6.49,0.19,0,55,61,48,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/28/2001,14.32,0.31,0,58,70,46,8
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/29/2001,8.72,0.41,0,53,66,40,503
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/30/2001,6.26,0,0,53,69,37,571
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/31/2001,8.5,0,0,48,59,37,436
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/1/2001,4.92,0,0,45,54,35,120
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/2/2001,5.82,0,0,41,53,29,232
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/3/2001,7.83,0,0,44,61,26,622
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/4/2001,5.37,0,0,48,66,30,638
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/5/2001,6.04,0,0,48,67,28,652
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/6/2001,11.41,0,0,60,74,46,633
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/7/2001,11.41,0,0,62,68,56,6
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/8/2001,16.11,0,0,69,71,67,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/9/2001,16.11,0.05,0,54,71,37,226
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/10/2001,11.86,0,0,37,44,30,258
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/11/2001,5.14,0.01,0,47,51,42,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/12/2001,4.03,0.01,0,50,55,45,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/13/2001,6.71,0.02,0,64,73,54,25
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/14/2001,10.74,0,0,71,76,66,11
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/15/2001,9.62,0,0,62,73,50,2704
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/16/2001,16.11,0.8,0,51,62,40,265
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/17/2001,12.75,0,0,41,51,30,559
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/18/2001,5.14,0,0,45,61,28,630
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/19/2001,5.82,0,0,53,71,35,320
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/20/2001,8.05,0,0,64,75,53,265
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/21/2001,8.28,0,0,65,75,55,47
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/22/2001,12.53,0,0,51,55,47,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/23/2001,10.07,0.03,0,60,70,50,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/24/2001,13.65,0,0,63,78,47,356
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/25/2001,5.14,0,0,60,75,44,503
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/26/2001,6.26,0,0,60,70,50,6409
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/27/2001,7.38,0.04,0,67,76,57,901
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/28/2001,14.99,0.04,0,49,57,40,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/1/2001,8.28,0.05,0,43,47,38,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/2/2001,6.93,0.22,0,51,56,46,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/3/2001,6.26,0.68,0,47,55,39,131
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/4/2001,5.82,0,0,53,68,37,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/5/2001,3.8,0,0,53,69,36,699
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/6/2001,2.01,0,0,52,67,37,500
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/7/2001,3.58,0,0,54,71,37,335
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/8/2001,7.61,0.07,0,57,66,47,2804
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/9/2001,8.95,0,0,52,64,39,397
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/10/2001,7.83,0,0,52,68,36,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/11/2001,10.29,0.03,0,65,69,60,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/12/2001,6.93,0.63,0,62,78,45,690
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/13/2001,5.14,0,0,55,69,40,305
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/14/2001,7.61,0.57,0,58,61,55,4006
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/15/2001,12.3,0,0,60,69,51,718
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/16/2001,10.51,0,0,50,62,37,698
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/17/2001,10.07,0.02,0,46,52,39,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/18/2001,8.5,0.35,0,44,48,39,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/19/2001,8.95,0,0,47,57,37,200
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/20/2001,4.7,0,0,50,67,32,727
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/21/2001,5.14,0,0,55,74,35,729
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/22/2001,9.17,0,0,58,77,38,714
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/23/2001,7.16,0,0,63,76,50,410
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/24/2001,10.29,0.16,0,60,71,48,129
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/25/2001,11.41,0,0,54,61,47,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/26/2001,10.07,0,0,53,59,46,213
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/27/2001,10.07,0.53,0,47,51,43,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/28/2001,10.29,0.02,0,47,50,44,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/29/2001,6.71,0.02,0,54,63,44,347
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/30/2001,2.91,0,0,50,60,39,103
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/31/2001,4.25,0,0,57,73,41,595
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/1/2001,8.72,0,0,61,76,46,344
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/2/2001,10.96,0,0,71,77,65,17
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/3/2001,6.71,0,0,74,79,68,18
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/4/2001,6.93,0,0,75,79,71,8
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/5/2001,10.29,0,0,77,82,71,397
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/6/2001,16.55,0,0,76,81,70,350
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/7/2001,9.62,0,0,72,81,62,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/8/2001,12.53,0,0,77,84,69,541
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/9/2001,13.42,0,0,77,84,70,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/10/2001,16.33,0,0,78,84,71,397
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/11/2001,7.61,0.01,0,67,80,53,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/12/2001,4.47,0.01,0,66,77,54,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/13/2001,4.03,0.01,0,71,81,60,110
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/14/2001,9.17,0,0,78,86,69,303
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/15/2001,5.59,0.1,0,77,88,65,511
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/16/2001,6.04,0,0,75,83,67,469
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/17/2001,14.99,0.06,0,60,73,47,5407
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/18/2001,6.93,0,0,59,69,49,590
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/19/2001,11.41,0,0,62,75,49,3605
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/20/2001,15.88,0,0,75,80,69,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/21/2001,14.76,0,0,77,85,68,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/22/2001,17.67,0,0,77,83,70,199
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/23/2001,9.62,0.19,0,67,74,60,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/24/2001,13.42,0.01,0,61,75,47,0
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/25/2001,2.91,0,0,60,78,42,792
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/26/2001,4.7,0,0,63,81,44,599
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/27/2001,5.59,0,0,63,81,45,677
